Actual;Prediction;Prediction Probability;LIME Supporting Fidelity;LIME Contrary Fidelity;SHAP Supporting Fidelity;SHAP Contrary Fidelity
0;0;0.9667951464653016;0.9766569764448881;0.05746185403804692;0.9948617122759366;0.020670646864689314
0;0;0.9967135787010192;0.9971947148437703;0.1067702347297845;1.0;0.0038022066514576324
0;0;0.9985671639442444;0.9983102190109971;0.004702254384347518;1.0;0.0013863340666668777
0;0;0.7548583149909973;0.8311018324485581;0.2703289159449137;1.0;0.08027587680479038
0;0;0.9257019758224488;0.9329672863467472;0.05046507878394679;1.0;0.027087062774110278
0;0;0.9550273418426514;0.9786684765988254;0.04539726762655483;1.0;0.010576500839434051
0;0;0.9784258008003236;0.7779687572436406;0.2959115423141917;1.0;0.020091547737194067
0;0;0.9964221715927124;0.9964208458478967;0.0437980366317545;1.0;0.0034474992507712117
0;0;0.9596506357192992;0.955236733355834;0.2485360366095815;1.0;0.014761495244861169
0;0;0.8945085406303406;0.9193230749466113;0.23016356038032804;1.0;0.036815541811043025
0;0;0.9672488570213318;0.9766428825006657;0.24332903226283534;0.9969196640592595;0.01819568500684291
0;0;0.953099250793457;0.9599405816707475;0.08973165193611748;0.9910506035139189;0.01856615163943858
0;0;0.9224984645843506;0.9701952955090135;0.06827692086221605;0.9952581890133951;0.05820966345061651
0;0;0.6630450487136841;0.5556878205329893;0.4094756406165021;0.9610776201113803;0.21982865053645032
0;0;0.9849178791046144;0.9918841176990326;0.02879143775969519;1.0;0.004721184349238511
0;0;0.6844936609268188;0.5996271823382618;0.38221043934733656;0.7468485178116351;0.042105128415456154
0;0;0.8634586334228516;0.9284369056507497;0.07067747945111673;0.9913359894279006;0.08255600827035946
0;0;0.9985191822052002;0.9925024348790726;0.04197778081814324;1.0;0.0008596155816024142
0;0;0.9444226026535034;0.958196698446214;0.12613811285002216;1.0;0.009633221839214955
0;0;0.8478939533233643;0.8704077312956493;0.1415304281807765;1.0;0.038578153009075376
0;0;0.9559758305549622;0.9674358998499434;0.06782200555621612;0.9971803671551898;0.02546172165884918
1;0;0.6007194519042969;0.590046991585966;0.304224837275758;0.7685513573583108;0.0
0;0;0.9990053176879884;0.9791860614415011;0.046305068670867644;1.0;0.0011558585743838142
0;0;0.9987439513206482;0.995672249872778;0.0057067846699565645;0.9987200037622023;0.00035344649422006
0;0;0.9978487491607666;0.9628878503020466;0.07921423316618406;1.0;0.0024943486470800887
0;0;0.999611496925354;0.9964815179427833;0.02144371092962261;1.0;0.0003013112513265697
0;0;0.9447333812713624;0.961525271047387;0.12786128147918774;0.9566957114689493;0.0
0;0;0.5480391979217529;0.509624537172584;0.5466610517596686;0.9607278076673933;0.4465591764358363
0;0;0.7185957431793213;0.8252759447632705;0.2555810384109669;1.0;0.09020935239410366
0;0;0.6927068829536438;0.7612175781962232;0.3524935222432738;1.0;0.268488472376615
0;0;0.9987385869026184;0.9920930842126126;0.019638037669133655;1.0;0.001953443331791801
0;0;0.6360703706741333;0.5540866083367928;0.40896501800592044;1.0;0.14379069839357017
0;0;0.5891664624214172;0.5245821342004354;0.4397108605500713;0.9660151328742274;0.3227078397822547
0;0;0.9993444681167604;0.9940911599741814;0.023287601294460086;1.0;0.001143477914935855
0;0;0.7811077833175659;0.819050991490608;0.4249232991784545;0.9783654846226738;0.1487680786617803
0;0;0.9363299608230592;0.9650841268800516;0.14304494681714505;1.0;0.024941348945605096
0;0;0.7228389978408813;0.5639952368332214;0.5530742479772374;0.9670432545744592;0.19460920411642363
0;0;0.9894489645957948;0.9855420889833911;0.12614790340766396;1.0;0.0073201050180181585
0;0;0.9361871480941772;0.9438259449172177;0.11151269777177944;0.990342457005692;0.041017287366965284
0;0;0.6534414887428284;0.6409546846467764;0.28034003503990584;1.0;0.09708795888398074
0;0;0.9894489645957948;0.9859179158032985;0.06668582105551868;1.0;0.008021277335289777
0;0;0.9980257749557496;0.9969533197794995;0.07348864023338617;1.0;0.0015265561695962768
0;0;0.7405968904495239;0.7817440572567551;0.3599308708769324;0.9830271399453078;0.16834563982064127
0;0;0.7496962547302246;0.6905291983918354;0.29091914685347603;0.9498026684441878;0.11641693597680233
0;0;0.9990156888961792;0.9976637792378863;0.07742616031237833;1.0;0.0011438900351548522
0;0;0.9780821204185486;0.984956130581715;0.05370095789053838;0.9986763395217221;0.012789875617744481
0;0;0.8168740272521973;0.8474243612052706;0.2028784800033156;0.9885372296800728;0.18259439416873063
0;0;0.939278244972229;0.9610004115880764;0.11706862606112749;0.9956775192826413;0.028175291592320427
0;0;0.7175634503364563;0.7366559659139758;0.31455051231788234;0.9428985663505505;0.16220032417075672
0;0;0.9962798953056335;0.997491301572624;0.013217780670223875;1.0;0.0028393514419523818
0;0;0.6836621761322021;0.7449271871154081;0.3265580105507017;1.0;0.10524667592215761
0;0;0.9445356726646424;0.9607662715954555;0.06993160522782094;0.9962577143135164;0.033968694639425714
0;0;0.993309736251831;0.4361592506726084;0.30140261261765094;1.0;0.0018850196687999238
0;0;0.976120948791504;0.9854133998087026;0.04890209757927657;1.0;0.023826532406742505
0;0;0.9995930194854736;0.9952162466366312;0.05679966975123056;1.0;0.0004735131948050337
1;0;0.5553231239318848;0.39538969274349844;0.5320148514893994;0.6466520929557606;0.16797437225065842
1;0;0.8948809504508972;0.9402709781144589;0.1485161764215151;1.0;0.040191177192482205
1;0;0.5017500519752502;0.1086774612736161;0.6821684898103093;0.7302412969209081;0.04369649021040586
0;0;0.963491141796112;0.9872377394716721;0.21524087148173932;1.0;0.015319456304135327
0;0;0.9865357279777528;0.9926556022137928;0.016070407181347376;0.9971325192554094;0.005426110045704502
0;0;0.6171447038650513;0.8252757541310242;0.29603293229553496;1.0;0.1347404908455404
0;0;0.8939433097839355;0.9548846303610911;0.08781393103558635;0.9967189629467631;0.05158278370009628
1;0;0.617550253868103;0.689397539218595;0.39608203981671647;0.9152289587631195;0.12462331482184634
0;0;0.6118930578231812;0.6501786308836024;0.4872682975867004;0.9383541099617353;0.1359726830537952
1;0;0.5992635488510132;0.5741225012119586;0.43433156879060963;1.0;0.07308711958077473
0;0;0.9173133373260498;0.9195097402437069;0.09542547987766573;0.931435395170515;0.011388590642577202
0;0;0.9961925745010376;0.9963341553913407;0.02437514277518949;1.0;0.0038549450744070394
0;0;0.9681736826896667;0.9770723227401594;0.06628318245741202;0.973517087919364;0.0
1;0;0.8200287818908691;0.8407345651194231;0.2285889241012371;0.9993605227579991;0.1440975664713835
0;0;0.9903690814971924;0.4535358140970349;0.45098141292936367;0.9892134493076281;0.0008425016051146041
1;0;0.5227521061897278;0.6953995205422833;0.70453711806575;1.0;0.31640654137674484
0;0;0.9876669645309448;0.9925361106876628;0.1291762334808382;0.9883189696844391;0.0022341958523145805
0;0;0.9463239312171936;0.9557997228765887;0.04237760398410726;0.994778467867434;0.029081896902759457
0;0;0.9438024759292604;0.9668343777065319;0.03102770440367155;1.0;0.022064459999628656
1;0;0.6829837560653687;0.7548039169997363;0.32208611444049795;1.0;0.1108699901889992
1;0;0.5692038536071777;0.7121249288979624;0.4758722198998582;1.0;0.11686848196416708
1;0;0.742362380027771;0.845880366837648;0.2851502403817203;0.9846554261040786;0.1849033792182821
1;0;0.5825657248497009;0.4963805799384089;0.3249689809451381;0.9764434334909208;0.2696797192421273
1;0;0.5160719156265259;0.5292374902549593;0.5544457251754107;0.72553647677071;0.33132748534634593
0;0;0.9420159459114076;0.946711166918337;0.2241061400286819;1.0;0.01867788758893486
1;0;0.6045292019844055;0.6325677258953748;0.3928216797009993;0.9279830042780166;0.21436128450727776
0;0;0.9954793453216552;0.6973055507056546;0.40995898420800403;1.0;0.003184983844441043
0;0;0.9957006573677064;0.9980185614140844;0.00436494636214063;1.0;0.0038158979735810976
0;0;0.8971108198165894;0.9097846644566728;0.07009438960357642;0.9063597475307656;0.022290120896773655
1;0;0.8918683528900146;0.9054886203818628;0.12477743200792776;1.0;0.08612890083771589
0;0;0.999546468257904;0.9961393012966852;0.012527890486640506;1.0;0.0003517554108453466
0;0;0.6221146583557129;0.8167636005760848;0.31139916522888184;0.9578117706483407;0.2449024331075545
0;0;0.7149171233177185;0.8455967112430476;0.2463920711129995;0.9678852129912503;0.19394824333086352
1;0;0.8790859580039978;0.9038922163199731;0.08980602585395307;0.9955003978339662;0.072093176206715
0;0;0.8129804134368896;0.8159321335281785;0.13306324373798897;0.9822435024972969;0.12053213933482254
0;0;0.9993894696235656;0.9976940083341221;0.030560316402966713;1.0;0.0008282950059023773
0;0;0.5086707472801208;0.29589949893831535;0.6622449827333448;0.9950327856116635;0.42690935952198245
0;0;0.9692309498786926;0.9821647282758862;0.052694456557614525;0.9980270520928083;0.018002795277558933
0;0;0.6518571972846985;0.6128161144089311;0.41366165253138865;0.9649590462045423;0.2570838311761997
0;0;0.9648494124412536;0.9763899115409328;0.0519490455807007;0.9924753545748022;0.015382288801220353
0;0;0.8077066540718079;0.7986529844988612;0.22038479768644081;0.8278859697341958;0.04299332399532465
0;0;0.9947916865348816;0.9967342637000306;0.06334479639852642;1.0;0.002978819143508609
0;0;0.9980719685554504;0.9983824656974026;0.12981163364132614;1.0;0.0018637052341227635
0;0;0.9738270044326782;0.9852079794316428;0.044719902049845925;1.0;0.02182445137765663
0;0;0.9944603443145752;0.35903197118052954;0.501199746395948;0.9996044119624969;0.003017757558074441
0;0;0.9972122311592102;0.9965182635608317;0.01833772502763674;1.0;0.00322833014901875
0;0;0.8776798248291016;0.8970670064782237;0.17553824020931985;0.9792026892451924;0.05457157149625019
0;0;0.8641621470451355;0.8336326732184987;0.23065300707292988;0.9869963274840007;0.08182299431620468
0;0;0.884688675403595;0.9416590798399177;0.1405429353982348;1.0;0.038962910371644136
0;0;0.7849385738372803;0.9441780309093631;0.1249118389707287;1.0;0.05933503043947476
1;0;0.5338212251663208;0.5851353623713353;0.685948992600966;1.0;0.158528629971704
1;0;0.9805530309677124;0.9673334731428884;0.057923663982931084;0.9998799400642516;0.012268659256760248
0;0;0.6098304390907288;0.41391783042885155;0.5469378396026998;0.9081794250696664;0.15572605594796415
0;0;0.9828749299049376;0.9785741094324073;0.015450828855593773;1.0;0.005908305717952894
1;0;0.6775457859039307;0.6997451380851725;0.4065829431215698;0.9896299940918414;0.2522391445943516
0;0;0.9972293376922609;0.9804357932456272;0.07930966798105427;1.0;0.002673911697348329
0;0;0.9127366542816162;0.9531874437575997;0.1567728584134713;1.0;0.025667875646991682
0;0;0.5027180314064026;0.3037547326607629;0.6494299583991813;1.0;0.1486410877416009
0;0;0.9614043831825256;0.9738341204222847;0.02968533987233108;0.996275117269775;0.02306713415243158
0;0;0.5900304317474365;0.4074946550523746;0.5753304654539194;0.9244357246560989;0.2505907626859417
0;0;0.64560866355896;0.5014962910085716;0.43875780638647444;1.0;0.12904961780049998
1;0;0.8872041702270508;0.15288426138421873;0.5361859898033002;0.9959553749270398;0.05851661182778477
0;0;0.9935964345932008;0.9943391521256847;0.020266737741381383;1.0;0.006136852899456034
0;0;0.920840859413147;0.914647638128347;0.05413770444010304;1.0;0.018625747986328826
0;0;0.5680578947067261;0.3984798482335006;0.4482969079044702;0.914928896177822;0.3097986554646538
0;0;0.9635095596313475;0.9796347518046388;0.10319564951653597;0.9986823514099096;0.02361626421712875
0;0;0.991342067718506;0.993745331277853;0.031906377841216554;1.0;0.0034507658748578036
0;0;0.6231879591941833;0.6834734608347739;0.3933581046810539;0.9666184394050936;0.37235975350057327
0;0;0.8242790699005127;0.8870499745898289;0.18086525898850453;1.0;0.11969896395342347
0;0;0.7413887977600098;0.8701400818752191;0.20365314299863968;1.0;0.07828885294297357
0;0;0.9942578673362732;0.9967587019844698;0.06557438609799879;1.0;0.004757872771572769
0;0;0.90929913520813;0.9256472219738602;0.06321845198468644;0.996506455242264;0.044602985361090565
0;0;0.6324330568313599;0.6003657803530966;0.4836969837140047;1.0;0.09819165341088695
0;0;0.9899629950523376;0.9873954584259221;0.0686102982733936;1.0;0.005334273235376162
0;0;0.9978970885276794;0.9952709468768096;0.138727136379397;0.9999275890152483;0.0013716753768306948
0;0;0.6073776483535767;0.5705543494837051;0.510398390360218;1.0;0.3376615120588539
0;0;0.9756953120231628;0.9874150024945858;0.04034550089676191;1.0;0.00963828902997419
0;0;0.9261972904205322;0.9430761041950415;0.2552959866431662;0.942934911177107;0.013438878868231776
0;0;0.9335036277770996;0.9424523317936006;0.0974183595128771;1.0;0.027950000229861688
0;0;0.9810211658477784;0.9826866156252909;0.08058988976355755;1.0;0.013306732372534482
0;0;0.7076361179351807;0.8429334618356014;0.35911625715412965;0.9826439055255638;0.22400153838845221
0;0;0.9983928203582764;0.9984246028059757;0.039109208625637396;1.0;0.0009327262658496123
0;0;0.9947104454040528;0.989626917311543;0.058997965781408854;1.0;0.0033754498314764827
1;0;0.8991997241973877;0.8521774195900482;0.11273160110374683;1.0;0.02753756644872607
0;0;0.523252546787262;0.22327519008748542;0.6103838816611213;1.0;0.24134830119330597
0;0;0.9639742374420166;0.9745024115793403;0.03884090229498855;0.9577119712821599;0.0065386558818124555
0;0;0.9037090539932252;0.9102618884583162;0.1515391985158414;0.8797506312277721;0.02190372571136709
0;0;0.9953235983848572;0.9964472868911995;0.01030018458257886;0.9960068888951569;0.0008466557305246457
0;0;0.8685956597328186;0.8760020523424172;0.39336987309829113;1.0;0.08523288576101326
0;0;0.6093388795852661;0.5946112544152847;0.4472250638510576;1.0;0.33417299797222144
1;0;0.6143531203269958;0.718071986056261;0.3773146854096701;0.9782884186536802;0.385637725711364
0;0;0.9978300333023072;0.9951898862719307;0.013432671417930198;1.0;0.001912942085836946
